Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
27,14968063,r13k41017,"2025-12-22 14:53:00",-0.0025,7,r13k41017
28,14970801,r14922A03,"2025-12-22 03:00:27",-0.0026,14,hungyulun
29,14962116,r13543003,"2025-12-21 06:58:52",-0.0026,6,chengyaoliang
30,14956875,B11901166,"2025-12-23 15:42:54",-0.0027,25,b11901166
31,14999841,b11902166,"2025-12-21 04:09:41",-0.0028,4,b11902166
32,14977092,b10801011,"2025-12-21 05:08:05",-0.0028,10,kkykk18
33,15010214,R14C42010,"2025-12-23 07:52:00",-0.0028,4,r14c42010
34,14995192,b12505009,"2025-12-21 14:16:00",-0.0029,8,b12505009
35,14999038,R14922164,"2025-12-22 01:38:01",-0.0029,4,davidg34
36,14993781,R14922A14,"2025-12-22 22:50:51",-0.0030,3,blebub
37,14956164,b11901152,"2025-12-22 21:56:04",-0.0030,8,dereklin20031205
38,15003455,D13922020,"2025-12-22 08:09:04",-0.0031,2,d13922020
39,14951174,R14922126,"2025-12-19 07:48:41",-0.0031,4,r14922126ntu
40,14956824,D13922001,"2025-12-14 01:38:28",-0.0032,9,d13922001
41,15002312,B12902115,"2025-12-22 09:35:02",-0.0034,3,b12902115
42,14955127,r14922a15,"2025-12-18 05:39:57",-0.0035,11,ryanenn
43,14955643,r14921017,"2025-12-19 06:53:04",-0.0036,4,vicky1231
44,14956044,r14922172,"2025-12-21 09:54:43",-0.0036,14,r14922172t
45,14991817,r14943081,"2025-12-19 19:03:41",-0.0036,6,shangtinglin
46,14955015,r14922121,"2025-12-21 02:29:45",-0.0036,9,mazihheng
47,14979960,b11801004,"2025-12-21 11:16:29",-0.0036,7,william25885
48,14948342,R14944045,"2025-12-19 15:55:20",-0.0038,10,r14944045
49,15000928,D14922020,"2025-12-22 00:02:26",-0.0038,2,ntuonlyin
50,14956873,R129220A9,"2025-12-19 07:20:03",-0.0038,9,r129220a9
51,14985965,R14922017,"2025-12-21 17:13:45",-0.0039,2,kappaleee
52,14948092,D14922013,"2025-12-21 12:58:00",-0.0040,8,ntud14922013
53,14998211,b12701220,"2025-12-21 02:19:29",-0.0040,6,chiumuen
54,14976096,D14944008,"2025-12-23 00:08:57",-0.0041,4,mengkaihsu
55,14982707,R14945026,"2025-12-21 12:30:58",-0.0042,14,maxzyz
56,14995976,D14922008,"2025-12-21 10:35:21",-0.0042,2,d14922008
57,14955435,R14922142,"2025-12-16 05:23:27",-0.0043,13,misuhsieh
58,15000300,B13901009,"2025-12-21 11:46:59",-0.0045,5,chianrulin
59,14952435,b12505014,"2025-12-21 08:58:18",-0.0047,8,b12505014
60,14982874,D14942014,"2025-12-22 05:41:15",-0.0048,6,d14942014
61,14957631,R12723057,"2025-12-14 16:15:39",-0.0051,4,r12723057
62,15005713,B11901174,"2025-12-22 14:44:49",-0.0052,2,b11901174
63,15009299,b13705012,"2025-12-22 08:30:11",-0.0053,3,yujuanlin0215
64,14979162,R14944026,"2025-12-18 08:42:50",-0.0054,7,colachenkc
65,14961860,R14943027,"2025-12-21 16:17:22",-0.0055,4,jeffchen2025
66,14955139,r14922115,"2025-12-23 19:31:00",-0.0056,24,r14922115
67,14954745,U112582009,"2025-12-20 02:56:04",-0.0057,7,cghaocg
68,15003082,B13901007,"2025-12-21 10:50:57",-0.0058,2,sixianhsu
69,14951840,r13521513,"2025-12-21 04:59:46",-0.0059,13,yunlo0511
70,14995469,R13724037,"2025-12-22 04:05:20",-0.0061,6,yihsiangyang
71,14996800,R14922073,"2025-12-24 02:12:02",-0.0065,9,r14922073
72,14964070,R14944052,"2025-12-14 10:11:00",-0.0067,3,r14944052
73,14998345,r13943105,"2025-12-21 08:10:06",-0.0068,2,r13943105
74,14964088,B11901053,"2025-12-23 13:17:15",-0.0069,9,murphhsu
75,14956315,r13943142,"2025-12-23 05:13:53",-0.0074,21,r13943142
76,14991892,R13922142,"2025-12-19 16:58:22",-0.0077,6,r13922142
77,14973047,R13922211,"2025-12-21 02:02:24",-0.0079,12,r13922211ntu
78,15003476,D12922035,"2025-12-22 06:04:48",-0.0081,2,chujunpengjunior
79,15011134,R13944057,"2025-12-22 15:39:34",-0.0084,1,jiasui
80,14954725,B11701165,"2025-12-17 10:16:04",-0.0084,3,b11701165
81,14957798,R13943101,"2025-12-13 12:17:44",-0.0085,5,michael891114
82,15012720,B10502086,"2025-12-23 04:01:03",-0.0090,1,timothykuo0322
83,14953035,r14922140,"2025-12-21 17:38:15",-0.0090,17,r14922140
84,14972755,r13943151,"2025-12-22 06:33:50",-0.0094,2,r13943151
85,14965633,R14922A10,"2025-12-20 09:58:09",-0.0094,11,skltrrf
86,14952457,r13922a23,"2025-12-13 06:19:44",-0.0094,4,ntur13922a23
87,14956027,R14944050,"2025-12-23 20:14:42",-0.0101,18,r14944050
88,15005527,R13922A22,"2025-12-22 03:25:04",-0.0102,6,akinesia112
89,15012952,b09605011,"2025-12-23 13:12:02",-0.0103,3,jljklioio
90,15003315,D13944014,"2025-12-22 07:40:45",-0.0105,7,niewenhua
91,14966594,R14922010,"2025-12-23 08:54:36",-0.0107,7,ytbr14
92,14957078,r13521527,"2025-12-21 09:38:25",-0.0110,12,ntuihungwu
93,14970429,R13922190,"2025-12-23 12:45:44",-0.0113,6,r13922190
94,14997966,d14922023,"2025-12-20 16:03:47",-0.0113,6,d14922023
95,14961764,r13543067,"2025-12-20 06:34:15",-0.0119,7,r13543067
96,14976069,t14902202,"2025-12-21 11:13:30",-0.0123,3,t14902202
97,14955260,R13943063,"2025-12-19 13:22:44",-0.0136,9,clc063
98,14971123,R14922A05,"2025-12-21 14:03:51",-0.0141,5,r14922a05
99,14955967,r13943071,"2025-12-23 06:22:01",-0.0146,4,shihshanchi
100,15001384,r13725020,"2025-12-21 11:56:24",-0.0147,6,r13725020
101,14991393,r13922a15,"2025-12-18 14:00:09",-0.0148,1,ntuhoshichen
102,14982866,R13521512,"2025-12-19 16:01:28",-0.0152,8,markchen0823
103,14987278,R13943068,"2025-12-21 07:30:49",-0.0155,13,r13943068ntu
0,14942455,output.csv,"2025-12-10 09:25:20",-0.0188,1,
